관리번호,급경사지명,소재지,비고(Note),region,경사도(Slope),곡률(Curvature),거칠기(Roughness),사면향(Aspect),aspect_sin,aspect_cos,S1_transfer,S1_used,Susceptibility,RiskScore,risk_grade5_by_region
231,태백 69km150(우),남면 무릉리 632철,추정값 (시뮬레이션),정선_v2(라벨없음),14.19,-1.0,96.15,100.1,0.9845031799744367,-0.17536672609198697,0.6636798476078298,0.6114350867629962,0.48914806941039696,48.914807,4
232,태백 71km510(좌),남면 무릉리 516-3철,추정값 (시뮬레이션),정선_v2(라벨없음),13.88,-0.08,144.0,144.43,0.5816971518176635,-0.81340544844943,0.14718949450208502,0.10033493566687633,0.08026794853350107,8.026795,1
233,무릉3지구(지방도421),남면 무릉리 104-1전,추정값 (시뮬레이션),정선_v2(라벨없음),18.23,-0.16,106.55,126.66,0.8021926698823056,-0.5970652563891976,0.40699793862253203,0.34002484516253606,0.27201987613002887,27.201988,2
234,태백 69km670(우),남면 무릉리 603-3철,추정값 (시뮬레이션),정선_v2(라벨없음),7.89,0.97,,189.08,-0.15781338518579385,-0.9874689541733452,0.6516097662874708,0.5981155615013648,0.47849244920109185,47.849245,4
235,태백 70km864(중),남면 무릉리 산471임,추정값 (시뮬레이션),정선_v2(라벨없음),21.08,-0.37,108.38,48.43,0.7481456189281362,0.6635345754959843,0.24015562407670216,0.18054743127985196,0.14443794502388158,14.443795,1
236,태백 70km940(중),남면 무릉리 산471-1철,추정값 (시뮬레이션),정선_v2(라벨없음),35.65,0.77,150.35,295.32,-0.9039333185479418,0.4276734216886819,0.47294187484286876,0.4071639532771806,0.3257311626217445,32.573116,3
237,태백 70km960 (좌),남면 무릉리 산471-1철,추정값 (시뮬레이션),정선_v2(라벨없음),8.59,0.77,76.38,131.81,0.7453596564674311,-0.6666625702038124,0.689808110639277,0.6404333741313094,0.5123466993050475,51.23467,4
238,강원-태백선69-충,남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),2.45,-0.29,99.31,34.57,0.5674126740392877,0.8234335779767454,0.4760546543131614,0.4103818818546875,0.32830550548375004,32.830551,3
239,강원-태백선68-충,남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),13.43,-0.64,70.82,254.38,-0.9630686373944737,-0.26925601138535754,0.40867250126644467,0.3417043433581361,0.2733634746865089,27.336347,3
240,강원-태백선68-1-충,남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),26.96,0.39,70.81,148.91,0.516383874201121,-0.8563572236310271,0.5617277944913489,0.5005311334650857,0.4004249067720686,40.042491,4
241,강원-태백선68-2-충,남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),31.83,-0.75,72.69,109.27,0.9439738791324724,-0.33002017440694786,0.530175692891971,0.4669859078795819,0.3735887263036655,37.358873,3
242,강원-태백선68-3-충,남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),25.46,-0.96,112.63,230.42,-0.7707356987759658,-0.6371549910597293,0.15251670288589309,0.1047082472225369,0.08376659777802953,8.37666,1
243,태백 73km125(중),남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),,-0.51,53.69,197.87,-0.3068583220260561,-0.9517552049783354,0.2685381293209936,0.20644632251508047,0.16515705801206437,16.515706,2
244,태백 73km126(좌),남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),9.55,0.51,65.57,278.36,-0.9893740770682332,0.14539235064260356,0.19622120712506613,0.14167562321310245,0.11334049857048197,11.33405,1
245,태백 73km195(중),남면 무릉리 산474-2철,추정값 (시뮬레이션),정선_v2(라벨없음),21.11,0.71,79.65,349.56,-0.1812057636271378,0.9834452049953296,0.45642350635896234,0.39015897677573885,0.3121271814205911,31.212718,3
246,태백 68km530(중),남면 무릉리 산589임,추정값 (시뮬레이션),정선_v2(라벨없음),35.68,-0.25,35.48,47.67,0.7392786050796455,0.6733996911727044,0.4135607411296474,0.3466148505579525,0.277291880446362,27.729188,3
247,강원-정선선04-충,남면 유평리 392-2철,실측값,정선_v2(라벨없음),13.39,0.17,45.13,25.59,0.4319283427528657,0.9019079258587115,0.8392581637936853,0.8103538305817669,0.6482830644654136,64.828306,5
248,강원-정선선05-충,남면 유평리 632-5철,실측값,정선_v2(라벨없음),35.11,-1.19,156.31,123.79,0.831081548518267,-0.5561505728779568,0.791888279028866,0.7557822671194906,0.6046258136955925,60.462581,5
249,강원-정선선06-충,남면 유평리 634-2철,실측값,정선_v2(라벨없음),32.04,-0.38,124.09,87.68,0.999180325602039,0.04048057472175247,0.40652742364791455,0.3395531918246577,0.27164255345972615,27.164255,2
250,강원-정선선06-01-충,남면 유평리 634-2철,실측값,정선_v2(라벨없음),32.04,-0.38,124.09,87.68,0.999180325602039,0.04048057472175247,0.40652742364791455,0.3395531918246577,0.27164255345972615,27.164255,2
251,강원-정선선5-1-충,남면 유평리 634-2철,실측값,정선_v2(라벨없음),32.04,-0.38,124.09,87.68,0.999180325602039,0.04048057472175247,0.40652742364791455,0.3395531918246577,0.27164255345972615,27.164255,2
252,정선 9km915(좌),남면 유평리 653-1철,실측값,정선_v2(라벨없음),5.12,-0.74,48.75,30.69,0.5103928376041531,0.8599413650490251,0.7275772599922172,0.6827393594927545,0.5461914875942037,54.619149,5
253,정선 12km060(중),남면 유평리 산2-2철,실측값,정선_v2(라벨없음),6.01,0.47,36.19,243.82,-0.8974124296230541,-0.4411926236441935,0.3293127290281,0.2637121998288598,0.21096975986308786,21.096976,2
254,강원 정선 남 유평 N1지구,남면 유평리 283전,실측값,정선_v2(라벨없음),8.83,-0.02,48.31,3.66,0.0638356160555814,0.9979604271326616,0.9589536990590476,0.9509488695214336,0.7607590956171469,76.07591,5
255,강원 정선 남 유평 N4지구,남면 유평리 산 278-5 도,실측값,정선_v2(라벨없음),19.81,-1.03,101.71,165.08,0.25747010637035367,-0.9662862641710471,0.7754356090612473,0.7369786193513678,0.5895828954810942,58.95829,5
256,강원 정선 남 유평 N2지구,남면 유평리 산291임,추정값 (시뮬레이션),정선_v2(라벨없음),37.61,-0.64,76.62,247.65,-0.9248782281665496,-0.38026341273320485,0.12302937841522359,0.08091156394813097,0.06472925115850478,6.472925,1
257,강원 정선 남 유평 N3지구,남면 유평리 산315-1구,실측값,정선_v2(라벨없음),25.68,0.59,117.34,201.49,-0.36633883264319206,-0.9304815203418192,0.46925337962247926,0.40335634311752216,0.32268507449401773,32.268507,3
258,강원-정선선08-충,남면 낙동리 342-2철,실측값,정선_v2(라벨없음),6.21,0.52,34.25,294.35,-0.9110438156205597,0.4123095512106549,0.6379167599936206,0.5830647885285598,0.46645183082284786,46.645183,4
259,강원-정선선07-충,남면 낙동리 산225-1철,실측값,정선_v2(라벨없음),10.94,-0.33,44.4,27.15,0.45632159090047586,0.8898149277675997,0.7633980698821938,0.7232713613128932,0.5786170890503145,57.861709,5
260,강원-정선선09-충,남면 낙동리 산64-1철,실측값,정선_v2(라벨없음),16.17,-0.91,82.88,65.95,0.9131901651548396,0.4075337069059155,0.2500331807277469,0.18949474676152514,0.15159579740922013,15.15958,2
261,정선 12km470(중),남면 낙동리 산218-2철,실측값,정선_v2(라벨없음),23.38,0.12,103.18,39.91,0.6415835173766988,0.7670531860507087,0.6911729064420775,0.641954203377463,0.5135633627019704,51.356336,5
262,정선 12km310(중),남면 낙동리 산214-2철,실측값,정선_v2(라벨없음),19.38,0.57,97.28,111.37,0.9312467372642059,-0.36438923465817563,0.8434838328743706,0.815252455240581,0.6522019641924648,65.220196,5
263,정선 12km160(중),남면 낙동리 산211-2철,실측값,정선_v2(라벨없음),6.01,0.47,36.19,243.82,-0.8974124296230541,-0.4411926236441935,0.3293127290281,0.2637121998288598,0.21096975986308786,21.096976,2
264,강원-정선선19-충,북평면 북평리 산275-2철,실측값,정선_v2(라벨없음),35.67,-0.07,162.84,117.86,0.8840920913309248,-0.46731271547659786,0.47707347969642977,0.411436038735885,0.32914883098870806,32.914883,3
265,강원-정선선18-충,북평면 북평리 산275-1철,실측값,정선_v2(라벨없음),33.54,0.27,150.1,109.34,0.9435699790282908,-0.33117320947889334,0.35207193561907146,0.2857312160571706,0.2285849728457365,22.858497,2
266,항골3지구,북평면 북평리 산1 임,실측값,정선_v2(라벨없음),25.0,1.96,130.49,157.25,0.38671096163682045,-0.9222009716704519,0.33645875407932185,0.27059402261341653,0.21647521809073322,21.647522,2
267,강원 정선 북평 남평 N1지구,북평면 남평리 산43임,실측값,정선_v2(라벨없음),13.03,-0.56,62.95,259.23,-0.9823852287012823,-0.18686696452163307,0.5537580417671644,0.49202147138308666,0.3936171771064694,39.361718,4
268,강원-정선선16-충,북평면 나전리 산191-1임,실측값,정선_v2(라벨없음),18.19,0.31,80.05,345.08,-0.2574701063703538,0.9662862641710471,0.8671270032551239,0.8427509543344472,0.6742007634675579,67.420076,5
269,강원-정선선17-충,북평면 나전리 429-11철,실측값,정선_v2(라벨없음),13.76,-0.25,50.0,107.15,0.9555360523014723,-0.29487429991797864,0.2905562979728542,0.22692186913282758,0.18153749530626206,18.15375,2
270,강원-정선선17-1-충,북평면 나전리 145-3전,실측값,정선_v2(라벨없음),17.36,-0.32,74.82,112.28,0.9253421172031084,-0.379133177300627,0.8355219086027407,0.8060266673555845,0.6448213338844676,64.482133,5
271,강원-정선선17-2-충,북평면 나전리 145-3전,실측값,정선_v2(라벨없음),17.36,-0.32,74.82,112.28,0.9253421172031084,-0.379133177300627,0.8355219086027407,0.8060266673555845,0.6448213338844676,64.482133,5
272,강원-정선선-17-3-충,북평면 나전리 145-3전,실측값,정선_v2(라벨없음),17.36,-0.32,74.82,112.28,0.9253421172031084,-0.379133177300627,0.8355219086027407,0.8060266673555845,0.6448213338844676,64.482133,5
273,숙암7지구,북평면 숙암리 산1-1 임,실측값,정선_v2(라벨없음),27.47,-0.93,106.89,168.73,0.19543266877155668,-0.9807171212825985,0.5003746140005432,0.4356666554778626,0.3485333243822901,34.853332,3
274,숙암2지구,북평면 숙암리 산1 임,실측값,정선_v2(라벨없음),34.92,0.96,175.58,125.98,0.8092221208415908,-0.5875028162831544,0.5893050298293964,0.5301614891716506,0.4241291913373205,42.412919,4
275,숙암3지구,북평면 숙암리 산1 임,실측값,정선_v2(라벨없음),34.92,0.96,175.58,125.98,0.8092221208415908,-0.5875028162831544,0.5893050298293964,0.5301614891716506,0.4241291913373205,42.412919,4
276,숙암4지구,북평면 숙암리 산1 임,실측값,정선_v2(라벨없음),34.92,0.96,175.58,125.98,0.8092221208415908,-0.5875028162831544,0.5893050298293964,0.5301614891716506,0.4241291913373205,42.412919,4
277,숙암6지구,북평면 숙암리 산1 임,실측값,정선_v2(라벨없음),34.92,0.96,175.58,125.98,0.8092221208415908,-0.5875028162831544,0.5893050298293964,0.5301614891716506,0.4241291913373205,42.412919,4
278,벗밭지구,북평면 숙암리 산264-1임,실측값,정선_v2(라벨없음),19.27,-0.11,80.0,194.19,-0.24513818201067827,-0.9694881493450549,0.7375556030981085,0.6939908107934805,0.5551926486347843,55.519265,5
279,가목지구,임계면 가목리 106-4전,추정값 (시뮬레이션),정선_v2(라벨없음),17.87,0.07,118.58,249.15,-0.9345154311955988,-0.3559226163891586,0.0822130479929192,0.04988028194242547,0.03990422555394038,3.990423,1
280,강원 정선 임계 봉산 N1지구,임계면 봉산리 산150-3 임,추정값 (시뮬레이션),정선_v2(라벨없음),45.02,0.5,87.3,83.39,0.9933526901534763,0.11511052499598716,0.7956165266589416,0.7600541854684094,0.6080433483747276,60.804335,5
281,구미정지구,임계면 봉산리 산169-4임,추정값 (시뮬레이션),정선_v2(라벨없음),3.87,-0.28,38.77,325.35,-0.5685618507342639,0.8226405180208598,0.5589137238023419,0.49752364813078126,0.398018918504625,39.801892,4
282,강원 정선 임계 낙천 N1지구,임계면 낙천리 산232-33임,추정값 (시뮬레이션),정선_v2(라벨없음),8.46,0.79,98.11,203.14,-0.3929791774875812,-0.919547370210575,0.6078245457978483,0.5502168434802154,0.44017347478417235,44.017347,4
283,강원 정선 임계 덕암 N3지구,임계면 덕암리 산377-1임,추정값 (시뮬레이션),정선_v2(라벨없음),18.55,-0.66,97.49,229.87,-0.764584033736195,-0.6445240533569628,0.5110502210001207,0.44684437626640394,0.3574755010131232,35.74755,3
284,강원 정선 임계 덕암 N1지구,임계면 덕암리 산449임,추정값 (시뮬레이션),정선_v2(라벨없음),12.75,0.02,103.4,183.46,-0.06035169516985543,-0.9981771750997539,0.5245480901323569,0.4610439974754633,0.3688351979803707,36.88352,3
285,강원 정선 임계 덕암 N2지구,임계면 덕암리 345대,추정값 (시뮬레이션),정선_v2(라벨없음),12.09,0.16,79.9,261.89,-0.9899990507335855,-0.1410740215156551,0.2522242426471007,0.19148915909078507,0.15319132727262808,15.319133,2
286,고양6교지구,임계면 고양리 산189 임,추정값 (시뮬레이션),정선_v2(라벨없음),18.38,-0.61,134.04,328.33,-0.525026095406947,0.8510861290972468,0.23734086107506228,0.17801107233880706,0.14240885787104565,14.240886,1
287,반천3지구,임계면 반천리 산115-1임,추정값 (시뮬레이션),정선_v2(라벨없음),4.95,0.74,125.41,111.35,0.9313738763649,-0.3640641460306411,0.4335871654191422,0.36685268484214545,0.29348214787371635,29.348215,3
288,여우새지구,임계면 반천리 산161-4 임,추정값 (시뮬레이션),정선_v2(라벨없음),23.37,-1.51,3.91,200.08,-0.3433318679216155,-0.9392141547429183,0.308257773464265,0.2436109720156881,0.1948887776125505,19.488878,2
289,화암13,화암면 화암리 산352-3임,추정값 (시뮬레이션),정선_v2(라벨없음),4.86,-0.16,80.89,70.0,0.9396926207859083,0.3420201433256688,0.4823162986407973,0.4168677762972392,0.33349422103779136,33.349422,3
290,강원 정선 화암 화암 N1지구,화암면 화암리 산414임,추정값 (시뮬레이션),정선_v2(라벨없음),14.78,-0.99,140.67,94.73,0.9965943473003078,-0.08246033548969689,0.4291127876140595,0.362314527572225,0.28985162205778,28.985162,3
291,강원 정선 화암 화암 N2지구,화암면 화암리 산403임,추정값 (시뮬레이션),정선_v2(라벨없음),22.47,0.88,175.55,192.88,-0.22290984657149998,-0.9748390637953889,0.538273426877465,0.47555804001123725,0.3804464320089898,38.044643,3
292,화암9지구(지방도421),화암면 화암리 산226-3임,추정값 (시뮬레이션),정선_v2(라벨없음),13.55,0.03,84.88,121.01,0.857077396545361,-0.5151876709811931,0.6885103414358814,0.6389877925214614,0.5111902340171691,51.119023,4
293,화암11지구(지방도424,화암면 화암리 산370-1임,추정값 (시뮬레이션),정선_v2(라벨없음),24.02,-0.13,90.17,226.44,-0.7246531301870467,-0.6891138083873485,0.45710106593225586,0.39085410796207304,0.3126832863696585,31.268329,3
294,정수장뒤지구,화암면 화암리 326-10 수,추정값 (시뮬레이션),정선_v2(라벨없음),28.92,-2.03,34.2,167.14,0.222569549971161,-0.9749168146183729,0.412846250436762,0.34589637729551737,0.2767171018364139,27.67171,3
295,화암10지구(지방도421,화암면 화암리 324전,추정값 (시뮬레이션),정선_v2(라벨없음),19.73,0.57,95.65,89.82,0.9999950652018582,0.003141587485879651,0.7710201921710703,0.7319457649160502,0.5855566119328403,58.555661,5
296,석곡2지구(지방도424),화암면 석곡리 산384-2임,실측값,정선_v2(라벨없음),23.77,-0.37,101.74,286.1,-0.9607791541575941,0.27731465330237787,0.12264760463721165,0.08061036447438542,0.06448829157950835,6.448829,1
297,강원 정선 화암 석곡 N3지구,화암면 석곡리 676-1구,실측값,정선_v2(라벨없음),11.41,-0.79,85.72,95.39,0.9955783744389298,-0.09393455354414551,0.7677708618568612,0.7282457371077623,0.5825965896862099,58.259659,5
298,강원 정선 화암 석곡 N1지구,화암면 석곡리 산42임,추정값 (시뮬레이션),정선_v2(라벨없음),25.93,0.62,64.91,267.95,-0.9993599909269292,-0.03577161632535021,0.227269078636529,0.16898510330594568,0.13518808264475654,13.518808,1
299,강원 정선 화암 석곡 N2지구,화암면 석곡리 산259임,추정값 (시뮬레이션),정선_v2(라벨없음),22.1,0.31,80.17,141.54,0.6219681214153642,-0.783042563302304,0.6259879695200141,0.570005681133106,0.45600454490648484,45.600454,4
300,강원 정선 화암 몰운 N2지구,화암면 몰운리 산15-2임,추정값 (시뮬레이션),정선_v2(라벨없음),24.79,-0.35,45.16,321.07,-0.6283704587105883,0.7779142411730517,0.32369330112479544,0.25832144064747736,0.2066571525179819,20.665715,2
301,강원 정선 화암 몰운 N3지구,화암면 몰운리 산15-2임,추정값 (시뮬레이션),정선_v2(라벨없음),15.1,0.27,72.46,204.99,-0.422460074755456,-0.9063815340338828,0.6948849746179708,0.6460936985555658,0.5168749588444527,51.687496,5
302,몰운5지구(지방도424),화암면 몰운리 산109-1천,추정값 (시뮬레이션),정선_v2(라벨없음),19.71,-0.08,109.83,217.98,-0.6153863701791714,-0.7882256119904401,0.34431592521204096,0.2781944951730827,0.22255559613846618,22.25556,2
303,몰운7지구(지방도424),화암면 몰운리 산109-8도,추정값 (시뮬레이션),정선_v2(라벨없음),27.39,-0.83,51.27,127.6,0.7922896433551907,-0.6101451639012676,0.5093288973785937,0.445038907187279,0.3560311257498232,35.603113,3
304,강원 정선 화암 몰운 N1지구,화암면 몰운리 산108임,추정값 (시뮬레이션),정선_v2(라벨없음),16.1,-0.08,64.8,222.31,-0.6731415932371264,-0.7395136208713016,0.7772229729054035,0.7390175544112626,0.5912140435290101,59.121404,5
305,몰운2지구(지방도421),화암면 몰운리 산194임,추정값 (시뮬레이션),정선_v2(라벨없음),28.05,0.35,115.83,17.13,0.29454073695529936,0.9556389246330589,0.45046480827275726,0.3840546624358083,0.3072437299486467,30.724373,3
306,백전7지구(지방도424),화암면 호촌리 산148임,추정값 (시뮬레이션),정선_v2(라벨없음),13.88,-0.57,64.67,101.28,0.9806829969102356,-0.1956038332220481,0.6863513941283277,0.636584154494394,0.5092673235955152,50.926732,4
307,강원 정선 화암 호촌 N2지구,화암면 호촌리 산192임,추정값 (시뮬레이션),정선_v2(라벨없음),20.37,0.78,46.34,24.05,0.40753370690591556,0.9131901651548396,0.6744363957480823,0.6233460310234461,0.4986768248187569,49.867682,4
308,강원 정선 화암 호촌 N1지구,화암면 호촌리 산58임,추정값 (시뮬레이션),정선_v2(라벨없음),29.26,-0.14,73.31,252.94,-0.9559980607330604,-0.2933729842276344,0.13533848695722075,0.0907205303172875,0.07257642425383,7.257642,1
309,백전6지구(지방도424),화암면 백전리 산230-1 임,추정값 (시뮬레이션),정선_v2(라벨없음),29.18,0.17,35.89,174.39,0.09775659822135276,-0.9952103533947931,0.39345506246375406,0.32649321853152646,0.2611945748252212,26.119457,2
310,백전1지구(국지도28),화암면 백전리 187-2전,추정값 (시뮬레이션),정선_v2(라벨없음),11.29,-0.47,144.69,43.83,0.6925209917473585,0.7213977238592142,0.2709630607462803,0.20868541976231836,0.1669483358098547,16.694834,2
311,백전4지구(지방도424),화암면 백전리 601-9천,추정값 (시뮬레이션),정선_v2(라벨없음),28.55,0.22,101.46,225.89,-0.7180048271300433,-0.6960381226757314,0.5759437691033507,0.5157700278213138,0.412616022257051,41.261602,4
312,백전5지구(지방도424),화암면 백전리 산68-3임,추정값 (시뮬레이션),정선_v2(라벨없음),22.95,-0.01,114.95,260.54,-0.9864005861418533,-0.1643590084510372,0.12785203939606515,0.08473233838496752,0.06778587070797402,6.778587,1
313,강원 정선 여량 여량 N1지구,여량면 여량리 산27임,실측값,정선_v2(라벨없음),16.22,-0.73,68.05,256.41,-0.9720020258153628,-0.23497247032542098,0.5310767891661101,0.46793850700035144,0.37435080560028117,37.435081,3
314,정선 38km010(중),여량면 여량리 산166-1철,실측값,정선_v2(라벨없음),23.92,1.01,110.12,24.6,0.4162807922604012,0.9092361090470685,0.31845560234517983,0.2533136963626223,0.20265095709009784,20.265096,2
315,정선 37km690(중),여량면 여량리 산167-1철,실측값,정선_v2(라벨없음),23.77,-0.41,87.6,262.22,-0.9907951537823761,-0.13536972793559687,0.19138146699268888,0.13749276795014548,0.10999421436011639,10.999421,1
316,봉정9지구,여량면 여량리 산7-5천,실측값,정선_v2(라벨없음),17.77,-0.19,64.28,14.62,0.2524071371038435,0.9676211227226499,0.8821133915815432,0.8602591454340563,0.6882073163472451,68.820732,5
317,여량지구,여량면 여량리 산1-2임,실측값,정선_v2(라벨없음),13.89,0.49,76.0,10.24,0.17777179526300305,0.9840717396658482,0.8824472644360898,0.8606498816579298,0.6885199053263439,68.851991,5
318,정선 40km020(우),여량면 유천리 258철,실측값,정선_v2(라벨없음),5.93,-0.6,33.03,243.64,-0.896021955848561,-0.4440097461062305,0.6413220111070316,0.586801715675423,0.46944137254033846,46.944137,4
319,유천1지구(지방도415호),여량면 유천리 746-1도,실측값,정선_v2(라벨없음),1.91,-0.41,22.51,306.19,-0.8070633799873795,0.590464817481403,0.7064211160449678,0.6589863320097052,0.5271890656077642,52.718907,5
320,강원 정선 여량 유천 N1지구,여량면 유천리 746-1도,실측값,정선_v2(라벨없음),1.91,-0.41,22.51,306.19,-0.8070633799873795,0.590464817481403,0.7064211160449678,0.6589863320097052,0.5271890656077642,52.718907,5
321,정선 42km400(좌),여량면 유천리 690-2철,추정값 (시뮬레이션),정선_v2(라벨없음),,-0.11,97.08,124.31,0.8259999280643195,-0.5636702217056875,0.6994431610485797,0.6511827894211655,0.5209462315369324,52.094623,5
322,유천리지구,여량면 유천리 산270-12임,추정값 (시뮬레이션),정선_v2(라벨없음),11.57,-0.63,104.24,1.84,0.032108538581781546,0.9994843879471766,0.7108269157624653,0.6639213536140361,0.531137082891229,53.113708,5
323,강원-정선선22-충,여량면 유천리 산270-2철,추정값 (시뮬레이션),정선_v2(라벨없음),28.18,-0.86,64.65,96.32,0.9939225903997749,-0.11008126222478203,0.6372162420561629,0.5822965331650636,0.4658372265320509,46.583723,4
324,강원-정선선22-2-충,여량면 유천리 산270-2철,추정값 (시뮬레이션),정선_v2(라벨없음),34.34,-0.49,75.0,86.57,0.9982086383440394,0.05982904257414425,0.6685072155639542,0.616775791155887,0.4934206329247096,49.342063,4
325,정선 42km560(좌),여량면 유천리 산270-2철,추정값 (시뮬레이션),정선_v2(라벨없음),18.79,-0.02,62.84,157.58,0.381393080575041,-0.9244129586334672,0.4479483299529226,0.38148152153491866,0.30518521722793496,30.518522,3
326,정선 43km270(우),여량면 유천리 산270-2철,추정값 (시뮬레이션),정선_v2(라벨없음),11.11,0.21,23.53,107.97,0.9512181868388854,-0.3085189800108633,0.5548004410580986,0.49313310344905464,0.3945064827592437,39.450648,4
327,정선 40km000(중),여량면 유천리 산134-3 철,실측값,정선_v2(라벨없음),23.24,-0.85,89.57,260.34,-0.9858208566464723,-0.1678011877217067,0.1458574970080567,0.09924634183591947,0.07939707346873559,7.939707,1
328,강원-정선선20-충,여량면 유천리 산134-4임,실측값,정선_v2(라벨없음),20.72,-0.77,72.8,268.06,-0.9994268257026119,-0.03385291813124965,0.1067922723639321,0.06827281237857001,0.05461824990285601,5.461825,1
329,정선 44km100(좌),여량면 유천리 산318-7철,추정값 (시뮬레이션),정선_v2(라벨없음),9.49,-0.45,107.23,88.92,0.999822352380809,0.018848439715408175,0.3864874418107168,0.3195673963312322,0.2556539170649858,25.565392,2
330,정선 43km420(좌),여량면 유천리 산270-1임,실측값,정선_v2(라벨없음),27.19,0.18,120.21,7.12,0.12394785839500173,0.9922887323754577,0.19603010857857037,0.14151006699013255,0.11320805359210605,11.320805,1
331,강원-정선선21-충,여량면 유천리 산184-1철,실측값,정선_v2(라벨없음),3.01,-0.28,12.66,284.7,-0.9672677527758768,0.2537579445848055,0.6590007089309855,0.6062657834850154,0.4850126267880123,48.501263,4
332,강원-정선선23-충,여량면 구절리 산247-3철,추정값 (시뮬레이션),정선_v2(라벨없음),32.9,-1.52,91.08,227.98,-0.7429112095630294,-0.6693899720682979,0.47053448735463343,0.4046781464563552,0.3237425171650842,32.374252,3
333,구절1,여량면 구절리 산2-7천,추정값 (시뮬레이션),정선_v2(라벨없음),17.23,-0.17,114.3,354.23,-0.10053536503316103,0.9949334854037475,0.5333061787139389,0.4702967075706507,0.3762373660565206,37.623737,3
334,강원 정선 여량 구절 N1지구,여량면 구절리 산2-7천,추정값 (시뮬레이션),정선_v2(라벨없음),24.67,-0.69,150.27,71.46,0.9481019036840319,0.3179666338324111,0.3999714073913298,0.3329927173232785,0.2663941738586228,26.639417,2
335,강원 정선 여량 남곡 N6지구,여량면 남곡리 산104-8임,추정값 (시뮬레이션),정선_v2(라벨없음),15.15,-0.28,71.56,155.35,0.41707409184077104,-0.908872489359864,0.5856348714957414,0.5262017820474406,0.4209614256379525,42.096143,4
336,강원 정선 여량 남곡 N1지구,여량면 남곡리 산21임,추정값 (시뮬레이션),정선_v2(라벨없음),34.31,0.67,93.61,123.67,0.8322445239375971,-0.5544087412513284,0.8158595304447313,0.7833186546132439,0.6266549236905952,62.665492,5
337,강원 정선 여량 남곡 N4지구,여량면 남곡리 산56임,추정값 (시뮬레이션),정선_v2(라벨없음),37.08,0.38,28.55,45.02,0.7073535649320245,0.7068599112822541,0.6114412771982559,0.5541479162363201,0.4433183329890561,44.331833,4
338,강원 정선 여량 남곡 N5지구,여량면 남곡리 산49임,추정값 (시뮬레이션),정선_v2(라벨없음),10.32,-0.14,81.43,35.99,0.5876440432381443,0.8091195699318648,0.5317841561443,0.4686865306236979,0.37494922449895834,37.494922,3
339,강원 정선 여량 남곡 N3지구,여량면 남곡리 13전,추정값 (시뮬레이션),정선_v2(라벨없음),22.46,-0.42,138.79,226.33,-0.7233287919747898,-0.6905037716770932,0.21928823528820657,0.1618893946529785,0.12951151572238281,12.951152,1
340,강원 정선 여량 남곡 N2지구,여량면 남곡리 44대,추정값 (시뮬레이션),정선_v2(라벨없음),11.06,0.66,98.39,251.28,-0.9470983049947442,-0.32094360980720976,0.23245933641969418,0.17362665261626145,0.13890132209300918,13.890132,1
341,봉정2지구,여량면 봉정리 450-1 도,추정값 (시뮬레이션),정선_v2(라벨없음),22.88,0.04,115.82,287.56,-0.9534015294951231,0.3017043644967038,0.09880369819228993,0.06219104301384057,0.04975283441107246,4.975283,1
342,봉정1지구,여량면 봉정리 445-7 도,추정값 (시뮬레이션),정선_v2(라벨없음),31.48,1.61,63.31,130.83,0.7566528216719454,-0.6538168760867856,0.5300157661988435,0.4668168742705632,0.37345349941645056,37.34535,3
343,봉정6지구,여량면 봉정리 산74-1도,추정값 (시뮬레이션),정선_v2(라벨없음),,-0.46,120.4,142.17,0.6133206938151129,-0.7898339866947665,0.3485481784106323,0.2823029268495523,0.22584234147964188,22.584234,2
344,봉정5지구,여량면 봉정리 산80-6임,추정값 (시뮬레이션),정선_v2(라벨없음),5.49,-0.13,86.65,160.02,0.3416921078914831,-0.9398119510863198,0.5885745894022865,0.529373028155004,0.4234984225240032,42.349842,4
